train_acc,train_loss,val_acc,val_loss
0.8760000000000001,0.67173016,0.9675999999999999,0.24353452
0.983,0.1393603,0.9811999999999999,0.11334242
0.9964999999999999,0.055787615,0.9803999999999999,0.092114925
0.99975,0.027307201,0.9825999999999999,0.071429156
1.0,0.014860539,0.9841,0.062701896
1.0,0.010446788,0.9842,0.058357306
1.0,0.007883166,0.9839,0.056624837
1.0,0.0068664746,0.9847000000000001,0.054504428
1.0,0.00601208,0.9847,0.054109883
1.0,0.0057329154,0.9847,0.0537012
1.0,0.0052529615,0.9844000000000002,0.0535153
1.0,0.005160137,0.9845,0.05375983
