train_acc,train_loss,val_acc,val_loss
0.542,1.7380106,0.4377000000000001,2.1711245
0.9359999999999999,0.8178754,0.8339,1.8324509
0.976,0.524341,0.8759999999999999,1.3996081
0.9880000000000001,0.35729262,0.9091999999999999,0.97515386
0.998,0.2454582,0.9263999999999999,0.6797853
1.0,0.16942611,0.9317999999999997,0.531044
1.0,0.12167244,0.9349,0.44204783
1.0,0.08878715,0.9389,0.38230565
1.0,0.06966995,0.9428,0.33820632
1.0,0.052555956,0.9475999999999999,0.29817155
1.0,0.043660317,0.9497000000000001,0.27014315
1.0,0.039370544,0.9511999999999997,0.2510893
1.0,0.03255948,0.9518999999999997,0.2394563
1.0,0.026873812,0.9523999999999998,0.23156093
1.0,0.02497083,0.9521999999999998,0.22551918
1.0,0.022692258,0.9523,0.21999872
1.0,0.020243544,0.9521999999999999,0.21580254
1.0,0.019066975,0.9522999999999999,0.21090944
1.0,0.018042188,0.9521,0.20658332
1.0,0.015697349,0.9521,0.20374157
1.0,0.014847705,0.9523999999999998,0.20085678
1.0,0.014044057,0.9519,0.19915077
1.0,0.013008187,0.9516999999999999,0.19719288
1.0,0.012461672,0.9519000000000001,0.19513391
1.0,0.011618568,0.9521999999999998,0.19360434
1.0,0.011123115,0.9525999999999998,0.19174403
1.0,0.011331709,0.9521000000000001,0.18992242
1.0,0.010376462,0.9525,0.1884192
1.0,0.009292437,0.9525999999999999,0.18716715
1.0,0.008971643,0.9522999999999999,0.18636204
1.0,0.0083529,0.9520000000000001,0.18543725
1.0,0.007941208,0.9520000000000001,0.18429679
1.0,0.0075571137,0.9519,0.18349533
1.0,0.0077357264,0.9521999999999999,0.1818798
1.0,0.007645607,0.9530999999999998,0.18012258
1.0,0.006965117,0.9530999999999998,0.17919815
1.0,0.007404276,0.9527,0.17860945
1.0,0.0068617584,0.9531999999999999,0.17763962
1.0,0.0064104437,0.953,0.17679724
1.0,0.0061586103,0.9530999999999998,0.17612986
1.0,0.0061035524,0.9529999999999998,0.17558159
1.0,0.0058345348,0.9530999999999998,0.17496479
1.0,0.005784294,0.9534,0.17426759
1.0,0.0055608223,0.9535000000000001,0.17357878
1.0,0.005753132,0.9531000000000001,0.17392433
1.0,0.0051777274,0.953,0.17355035
1.0,0.005186363,0.9533,0.17313617
1.0,0.0048918845,0.9529999999999998,0.17301545
1.0,0.0052023567,0.9530999999999997,0.17286596
1.0,0.004928243,0.9527999999999999,0.17244327
1.0,0.004875429,0.9529,0.1718586
1.0,0.0046210764,0.9531999999999999,0.17094655
1.0,0.004407237,0.9534999999999999,0.17076084
1.0,0.004440342,0.9530000000000001,0.17025048
1.0,0.0045548757,0.953,0.1693949
1.0,0.004227256,0.9536000000000001,0.16876239
1.0,0.0042352104,0.9531000000000001,0.16867793
1.0,0.0041111023,0.9531999999999999,0.16873306
1.0,0.0040677343,0.9533000000000001,0.16847289
1.0,0.0037669495,0.9534,0.16777489
1.0,0.004005238,0.9535000000000001,0.16768171
1.0,0.0040660645,0.9533999999999999,0.16743985
1.0,0.0036730221,0.9533999999999999,0.1672982
1.0,0.0038292916,0.9534,0.1670591
1.0,0.003653175,0.9533999999999998,0.166998
1.0,0.0037455547,0.9531999999999999,0.16673054
1.0,0.0036945418,0.9535000000000001,0.16644998
1.0,0.003586956,0.9532999999999998,0.16629007
1.0,0.0036497184,0.9537999999999998,0.16591516
1.0,0.0037534784,0.9540000000000001,0.16585784
1.0,0.0036396806,0.9538,0.16593094
1.0,0.0035288283,0.9538000000000001,0.16595608
1.0,0.003837768,0.9534999999999999,0.16546497
1.0,0.0035185763,0.9532999999999998,0.16561027
1.0,0.003544849,0.9535000000000001,0.16567348
1.0,0.0034343214,0.9534,0.16588789
1.0,0.0032332956,0.9532999999999998,0.165871
1.0,0.0038366101,0.9533,0.16494259
1.0,0.003302396,0.9534999999999999,0.16486011
1.0,0.0037062708,0.9536,0.16511211
1.0,0.0035515714,0.9536,0.1651545
1.0,0.0035450705,0.9539000000000002,0.16502374
1.0,0.0034864093,0.9534999999999999,0.16528574
1.0,0.0034542482,0.9533,0.16503462
1.0,0.0031975142,0.9533000000000001,0.16502911
1.0,0.003537577,0.953,0.16515295
1.0,0.0030750574,0.9534999999999998,0.16481043
1.0,0.0033567376,0.9531999999999998,0.16503401
1.0,0.003573541,0.9533999999999999,0.16472162
1.0,0.003295151,0.9531999999999999,0.16437577
1.0,0.0033084047,0.9534999999999999,0.16403137
1.0,0.0032461728,0.9534,0.1643385
1.0,0.0033381842,0.9536999999999999,0.16459793
1.0,0.0032749106,0.9536,0.16469419
1.0,0.003450583,0.9536,0.16437703
1.0,0.0035711024,0.9538999999999999,0.16412967
1.0,0.0034247586,0.954,0.1640227
1.0,0.0031066942,0.9538,0.16406523
1.0,0.003236408,0.9534999999999998,0.16404368
1.0,0.00347875,0.9534,0.16445433
