train_acc,train_loss,val_acc,val_loss,val_sens
0.8813999999999999,0.39505482,0.7769135802469136,1.024378,0.6252000000000001
0.8758,0.40282524,0.7813580246913581,0.97507936,0.6444000000000001
0.8739333333333331,0.4109225,0.7818930041152263,0.9491332,0.6418
0.8724358974358976,0.4175132,0.7813580246913581,0.82561153,0.6291
0.8710674157303372,0.41741955,0.7780246913580248,0.83846885,0.6231
0.8711870503597122,0.4178491,0.7809053497942386,0.827321,0.6336
0.8714285714285713,0.42246825,0.7849382716049382,0.7596003,0.632
0.8700641025641027,0.41980642,0.7845061728395062,0.7686659,0.6313000000000001
0.8687890625000001,0.42367887,0.785514403292181,0.7523873,0.6342000000000001
0.8744117647058823,0.40184802,0.7916049382716049,0.7466389,0.6406
0.8791044776119403,0.38377675,0.7877777777777778,0.7456503,0.6312
0.8767521367521366,0.39052874,0.7879012345679013,0.7391606,0.6343
0.8833333333333333,0.37257197,0.7877777777777777,0.7197464,0.6341
0.875,0.39425424,0.7900617283950618,0.72881174,0.6372000000000001
0.8755188679245284,0.3914867,0.7886831275720166,0.73355067,0.6328
0.8752564102564104,0.39669633,0.789104938271605,0.72801524,0.6405
0.8826666666666668,0.38191172,0.790246913580247,0.7092325,0.6365000000000001
0.8792105263157896,0.38877934,0.7866049382716049,0.72095203,0.6299999999999999
0.8781724137931035,0.3937705,0.7876543209876542,0.723173,0.6358999999999999
0.8813235294117646,0.38475975,0.7932098765432098,0.6949825,0.6388
0.8798809523809523,0.38367158,0.7912962962962963,0.6988418,0.6398
0.8788805970149255,0.38727316,0.7897942386831276,0.7027847,0.6380000000000001
0.8767391304347826,0.3890725,0.7891358024691358,0.71889967,0.6432
0.8809589041095891,0.38384467,0.7892592592592593,0.71052563,0.6352
0.8794715447154471,0.3877646,0.7905349794238684,0.6990638,0.6386
0.8762500000000001,0.39169,0.7851851851851852,0.71886235,0.6323
0.8837096774193548,0.38004944,0.7873456790123456,0.710799,0.6359999999999999
0.883482142857143,0.37988585,0.7868312757201645,0.71528363,0.6369
0.875,0.33387852,0.7881481481481482,0.7203198,0.6346
0.8872549019607845,0.36034992,0.7870370370370371,0.71806055,0.6323
0.8846534653465346,0.3721741,0.7875308641975309,0.7163853,0.6388
0.8823178807947021,0.3792156,0.7889197530864196,0.71217304,0.6418999999999999
0.8846250000000001,0.37133896,0.7925925925925926,0.6918536,0.6374
0.8833888888888889,0.37595114,0.7898765432098765,0.693485,0.6416999999999999
0.8821785714285714,0.38048804,0.7904526748971192,0.69278795,0.6369999999999999
0.887758620689655,0.35987568,0.7887654320987655,0.69309515,0.6424000000000001
0.8840506329113923,0.3752256,0.7885185185185186,0.6915928,0.6425
0.882829457364341,0.3746298,0.7898765432098765,0.6902747,0.6419
0.888611111111111,0.34947446,0.7916049382716049,0.6940315,0.6523
0.8891176470588235,0.34777442,0.7891358024691358,0.7044444,0.6376999999999999
0.8851694915254237,0.36196014,0.7882716049382716,0.7083274,0.6375
0.8928571428571429,0.33119366,0.7918518518518518,0.70528203,0.6493
0.8918421052631579,0.3474094,0.7895679012345679,0.70963675,0.6456000000000001
0.8881775700934579,0.3590706,0.7912345679012345,0.7092082,0.6434
0.8869108280254777,0.36222795,0.7910185185185185,0.7066451,0.6517000000000001
0.8931521739130437,0.34041852,0.7895061728395062,0.7097151,0.6429
0.8911979166666667,0.35034528,0.7888271604938271,0.7008255,0.6462
0.8910616438356165,0.35281044,0.7895884773662551,0.70538944,0.6439999999999999
0.891,0.3484034,0.7964197530864198,0.6799937,0.6564
0.8914705882352942,0.34469765,0.7929012345679013,0.69001365,0.6429
0.8920370370370371,0.34634376,0.7909876543209877,0.704604,0.6378
0.9033333333333333,0.31305805,0.788641975308642,0.71147716,0.639
0.8992567567567565,0.32120427,0.787716049382716,0.7224176,0.6374000000000001
0.8926612903225808,0.33967054,0.7879012345679012,0.7203063,0.6422
0.9023076923076924,0.30278882,0.7888888888888889,0.73519087,0.6391
0.8997619047619049,0.31810188,0.7924074074074074,0.7234354,0.6483999999999999
0.898849557522124,0.32176864,0.7894238683127572,0.73085177,0.6343
0.9225000000000001,0.2707959,0.7880246913580247,0.7175443,0.6425
0.8988461538461539,0.32040092,0.7908641975308642,0.71422327,0.6467
0.8960784313725491,0.3268502,0.791522633744856,0.7171793,0.6466999999999999
0.8970065789473685,0.32618356,0.7903395061728394,0.72180164,0.6374
0.9060975609756097,0.30557805,0.7929629629629629,0.72122306,0.643
0.9017582417582418,0.31591025,0.7891975308641975,0.7323349,0.6363
0.9010283687943261,0.31512624,0.7893004115226337,0.7320334,0.6554
0.9023333333333333,0.31147498,0.7967901234567902,0.71369743,0.6571
0.9038124999999999,0.30529436,0.7973456790123458,0.7145569,0.654
0.9016153846153847,0.3124952,0.7964197530864198,0.7138991,0.6634000000000001
0.9010526315789477,0.31973073,0.7862962962962963,0.7378988,0.6445000000000001
0.9053623188405797,0.30379382,0.7888888888888888,0.73403764,0.6411
0.9016386554621849,0.31391537,0.7917695473251029,0.7253559,0.6500999999999999
0.906875,0.2979653,0.7906172839506171,0.7359168,0.6441
0.9043103448275862,0.30389372,0.7932098765432098,0.7241048,0.6443
0.904537037037037,0.30443236,0.7919341563786008,0.7318595,0.6435
0.9032594936708861,0.3092562,0.7911728395061729,0.73179,0.6349
0.9102127659574467,0.28695434,0.7945679012345679,0.7297159,0.6432
0.9106185567010309,0.2903356,0.7967283950617283,0.7263096,0.6509
0.9088435374149662,0.2937589,0.7965020576131687,0.7226129,0.6521999999999999
0.9158333333333333,0.27107635,0.794320987654321,0.7330016,0.6472
0.9125581395348836,0.2795597,0.7926543209876543,0.741775,0.6485000000000001
0.9109558823529412,0.28301778,0.7939506172839507,0.73749274,0.6565
0.9129999999999998,0.27305534,0.7938271604938272,0.74193066,0.6468
0.9152000000000002,0.2755866,0.7950000000000002,0.73666906,0.6531
0.9098399999999999,0.288534,0.7956790123456791,0.7408368,0.6532000000000001
0.9178571428571427,0.2725384,0.7912345679012346,0.7631155,0.645
0.9129687500000001,0.28055432,0.7917901234567902,0.7459936,0.6456000000000001
0.9139912280701754,0.27947837,0.7923868312757202,0.74297553,0.6546
0.9216666666666667,0.23406152,0.7897530864197531,0.74957824,0.6477999999999999
0.9097169811320754,0.2863891,0.7914814814814815,0.7456895,0.6504
0.9124271844660194,0.27964076,0.7935802469135804,0.7365931,0.6576
0.910392156862745,0.28465614,0.792746913580247,0.74424547,0.6479999999999999
0.9160714285714288,0.266684,0.797283950617284,0.7355596,0.6495
0.9125543478260869,0.27988532,0.7961728395061729,0.73171353,0.6474
0.9129225352112675,0.27724603,0.7972016460905351,0.73102385,0.6514
0.9237096774193546,0.24136458,0.7985185185185186,0.72526586,0.6580999999999999
0.9200617283950618,0.25295666,0.7943827160493827,0.7392145,0.6519
0.9177099236641221,0.26106274,0.7945679012345679,0.74538755,0.6402
0.9219999999999999,0.25012386,0.7944444444444445,0.7260699,0.6551
0.9225714285714287,0.24424691,0.795246913580247,0.7289047,0.6601
0.9225833333333334,0.25034088,0.7945679012345679,0.7343612,0.6542
0.9344444444444444,0.21943732,0.7997530864197531,0.7272948,0.6552
0.9235593220338983,0.24120484,0.7967283950617283,0.7333238,0.6506
0.9213761467889907,0.24806155,0.795925925925926,0.7410853,0.6506000000000001
0.9216666666666664,0.248733,0.7967592592592594,0.7395529,0.6587000000000001
0.9201041666666666,0.24387896,0.7969135802469135,0.7502253,0.653
0.921173469387755,0.24620531,0.7982098765432099,0.7508727,0.6512
0.9220945945945944,0.2431506,0.7977366255144033,0.7529598,0.6531
0.9221621621621623,0.24666353,0.7980246913580247,0.75894064,0.6658999999999999
0.9222988505747126,0.2502743,0.7982716049382715,0.7587154,0.6588
0.9225912408759124,0.24704775,0.7977366255144033,0.7540451,0.6526
0.9273076923076923,0.23175716,0.8017283950617283,0.72755843,0.6531
0.9273026315789473,0.22907114,0.7990123456790124,0.7436712,0.6489
0.9272222222222222,0.23333354,0.7998765432098766,0.74347353,0.6529999999999999
0.93,0.21924192,0.7949382716049382,0.7593468,0.6512
0.9314615384615385,0.22166225,0.7969753086419754,0.7509547,0.6545
0.9293478260869565,0.22660434,0.7976131687242798,0.75759715,0.6587
0.90625,0.26291782,0.7987654320987655,0.76123124,0.6593
0.9282407407407409,0.22778805,0.7983333333333335,0.75807446,0.6619
0.9287980769230769,0.22857793,0.7980246913580247,0.7585237,0.6535
0.9293506493506494,0.22949992,0.7979938271604937,0.75868857,0.6578999999999999
0.937325581395349,0.21335638,0.7993827160493829,0.75426346,0.6588
