train_acc,train_loss,val_acc,val_loss
0.3666666666666667,1.94791,0.2232,2.2511253
0.9566666666666667,0.9704159,0.5922,2.1481316
0.9766666666666666,0.6661995,0.7777000000000001,1.9998107
0.9966666666666667,0.476547,0.7759,1.8239266
1.0,0.3593301,0.7748999999999999,1.6233824
1.0,0.27486864,0.8156,1.3936036
1.0,0.20523803,0.8584999999999998,1.164404
1.0,0.16909544,0.8865999999999999,0.95885545
1.0,0.13140567,0.8996,0.79655206
1.0,0.108681746,0.907,0.6759474
1.0,0.08930711,0.9130999999999999,0.589067
1.0,0.0766651,0.9154999999999999,0.5269812
1.0,0.066576116,0.9186999999999999,0.48260298
1.0,0.053914,0.9198,0.451585
1.0,0.048737038,0.9206000000000002,0.4275486
1.0,0.045862626,0.9215000000000001,0.41054013
1.0,0.03795738,0.9229999999999998,0.39479592
1.0,0.03429604,0.9231,0.3835842
1.0,0.031584956,0.9237000000000002,0.37321335
1.0,0.029896514,0.9242,0.36485267
1.0,0.026755357,0.9243000000000002,0.35831237
1.0,0.02496685,0.9245000000000002,0.3523143
1.0,0.023801425,0.9244,0.3480769
1.0,0.023167476,0.9240000000000002,0.34355804
1.0,0.020201879,0.9246,0.33939674
1.0,0.02173047,0.9248999999999999,0.3357513
1.0,0.019672116,0.9255,0.33196014
1.0,0.017128676,0.9253999999999999,0.33008045
1.0,0.016978817,0.9258,0.3284088
1.0,0.016098589,0.9256,0.3253948
1.0,0.015483496,0.9258,0.3239926
1.0,0.016200237,0.9259000000000001,0.321698
1.0,0.01504578,0.9253999999999999,0.31842345
1.0,0.013334635,0.9261000000000001,0.315827
1.0,0.01256568,0.9259000000000001,0.3141645
1.0,0.012254017,0.9262000000000001,0.31206033
1.0,0.012924328,0.9261000000000001,0.31064677
1.0,0.011463631,0.9262999999999998,0.30827996
1.0,0.011609055,0.9262999999999998,0.30819795
1.0,0.010628053,0.9261,0.3062515
1.0,0.010300185,0.9256000000000002,0.30610415
1.0,0.01087087,0.9252000000000001,0.30585265
1.0,0.00986048,0.9253,0.3048138
1.0,0.010473062,0.9247999999999998,0.30338395
1.0,0.009870578,0.9255,0.30112818
1.0,0.009761448,0.9251999999999998,0.30001476
1.0,0.0088491,0.9253000000000001,0.29873332
1.0,0.008816625,0.9247999999999998,0.29789162
1.0,0.008016405,0.9251000000000001,0.29652268
1.0,0.008189462,0.9257000000000001,0.29481086
1.0,0.00765608,0.9255000000000001,0.29362443
1.0,0.008214938,0.9262000000000001,0.29092097
1.0,0.007399332,0.9269000000000002,0.28960478
1.0,0.0069340444,0.9264,0.2887772
1.0,0.0071694553,0.9263999999999999,0.28804228
1.0,0.007606479,0.9263000000000001,0.28694078
1.0,0.0071393275,0.9259999999999999,0.28644878
1.0,0.0065960684,0.926,0.28619573
1.0,0.0063951085,0.9262,0.28512484
1.0,0.0062373094,0.9256,0.28479853
1.0,0.006234636,0.9262999999999999,0.28463915
1.0,0.0060740546,0.9257,0.28465343
1.0,0.006119735,0.9262,0.28315547
1.0,0.0064245365,0.9259999999999999,0.28155115
1.0,0.0065158014,0.9259999999999998,0.28081048
1.0,0.00548836,0.9257000000000001,0.2813002
1.0,0.0054664947,0.9259999999999999,0.28117108
1.0,0.0051382296,0.9262,0.28118604
1.0,0.005377665,0.9262000000000001,0.279493
1.0,0.0050634304,0.9259000000000001,0.2794785
1.0,0.0052879476,0.9258000000000002,0.27893037
1.0,0.005753046,0.9260999999999998,0.27789214
1.0,0.005381672,0.9267,0.27667478
1.0,0.0049545844,0.9262,0.2768431
1.0,0.004538189,0.9263000000000001,0.27689677
1.0,0.0048342333,0.9264999999999999,0.27665824
1.0,0.0048730113,0.9262000000000001,0.27597857
1.0,0.004895982,0.9261,0.2758628
1.0,0.0044542714,0.9256999999999997,0.2757148
1.0,0.0044687954,0.9268000000000001,0.27364215
1.0,0.0043591815,0.9268999999999998,0.27348074
1.0,0.003909012,0.9264000000000001,0.27300778
1.0,0.0046194103,0.9267,0.27339828
1.0,0.0044371593,0.9264,0.27328107
1.0,0.0041960543,0.9267,0.27202737
1.0,0.004416289,0.9266,0.27237943
1.0,0.004130734,0.9264999999999999,0.27241066
1.0,0.004351318,0.9266999999999999,0.2717616
1.0,0.0042915936,0.9262999999999999,0.27019665
1.0,0.0036303012,0.9261000000000001,0.27009496
1.0,0.0038136921,0.9266000000000001,0.26922798
1.0,0.003821918,0.9263999999999999,0.2686508
1.0,0.00347007,0.9268000000000001,0.26983273
1.0,0.003792923,0.9269,0.26948333
1.0,0.0036463886,0.9264000000000001,0.2699125
1.0,0.0035610478,0.9271,0.26940483
1.0,0.003231556,0.9266999999999997,0.27035367
1.0,0.0032450745,0.9261999999999999,0.2701909
1.0,0.0034083368,0.9256999999999997,0.27065507
1.0,0.0032786808,0.9258000000000002,0.2698931
1.0,0.003464993,0.9253,0.2698432
1.0,0.0033529832,0.9252000000000002,0.26974714
1.0,0.003330391,0.9262,0.26817226
1.0,0.0030738038,0.9262999999999997,0.267799
1.0,0.0032756084,0.9262,0.26800242
1.0,0.0031629931,0.9259000000000001,0.26763162
1.0,0.0030219324,0.9260999999999998,0.26709914
1.0,0.0029685777,0.9265000000000001,0.26672137
1.0,0.0028227468,0.9265000000000001,0.2665464
1.0,0.0030033092,0.9257000000000001,0.26662114
1.0,0.003010819,0.9262,0.26586443
1.0,0.003077063,0.9264999999999999,0.26567757
1.0,0.003683909,0.9262,0.26427543
1.0,0.0032398913,0.9269,0.26404876
1.0,0.0032706233,0.9265000000000001,0.26385027
1.0,0.0031740163,0.9269,0.26453128
1.0,0.0028423488,0.9262999999999998,0.26475346
1.0,0.0027763778,0.9262,0.2649715
1.0,0.003357782,0.9262000000000004,0.26464486
1.0,0.00319393,0.9262,0.26461974
1.0,0.0028433772,0.9264000000000001,0.26405358
1.0,0.0029463263,0.9258,0.26512712
1.0,0.0026623036,0.9258,0.26461953
1.0,0.0027465445,0.9261,0.26520407
1.0,0.0030857914,0.9262999999999999,0.26363048
1.0,0.0025718762,0.9263000000000001,0.26298422
1.0,0.0026942503,0.9264999999999999,0.26290107
1.0,0.002996688,0.9266,0.26170304
1.0,0.0029333245,0.9264,0.2620309
1.0,0.0026164495,0.9263999999999999,0.26176593
1.0,0.0027633132,0.9267,0.26234686
1.0,0.0026118483,0.9265000000000002,0.26199198
1.0,0.002667627,0.9265000000000001,0.2610416
1.0,0.0026569215,0.9268000000000001,0.2614767
1.0,0.0026105978,0.9271999999999998,0.26234958
1.0,0.0029616419,0.9261999999999999,0.2624077
1.0,0.0024899247,0.9261000000000001,0.2626865
1.0,0.0025442287,0.9262,0.26247978
1.0,0.0024941529,0.9264000000000001,0.2622003
1.0,0.00273895,0.9261999999999999,0.26100075
1.0,0.0026667851,0.926,0.2616529
1.0,0.0026608354,0.9266000000000001,0.26179576
1.0,0.002629825,0.9259999999999998,0.26097834
1.0,0.0025265121,0.9268,0.2609532
1.0,0.0025637485,0.9265000000000001,0.26027042
1.0,0.0024215989,0.9265000000000001,0.260882
1.0,0.0024206873,0.9268,0.26014802
1.0,0.0023892496,0.9261999999999999,0.260428
1.0,0.0023704995,0.9261999999999999,0.2606159
1.0,0.002431192,0.9265000000000001,0.2607254
1.0,0.002392758,0.9265000000000001,0.26077622
1.0,0.002871041,0.9264000000000001,0.25988922
1.0,0.002960828,0.9265999999999999,0.258998
1.0,0.0024286576,0.9267,0.2592992
1.0,0.0024186596,0.9266,0.2591289
1.0,0.0025384112,0.9270999999999999,0.259161
1.0,0.002461028,0.9263999999999997,0.25999025
1.0,0.0024144305,0.9272999999999999,0.26036155
1.0,0.0024920155,0.9274999999999999,0.25958103
1.0,0.0023803974,0.9271,0.2597417
1.0,0.0023332245,0.9270999999999999,0.25970227
1.0,0.0022648182,0.9266999999999999,0.2592618
1.0,0.0025219824,0.9265000000000001,0.25939822
1.0,0.0024825232,0.9265000000000002,0.25930876
1.0,0.002334315,0.9264999999999999,0.25955114
1.0,0.002413989,0.9269999999999999,0.25959668
1.0,0.0024035003,0.9270999999999999,0.25984046
1.0,0.0023774086,0.9274000000000001,0.26024985
1.0,0.0024316304,0.9273000000000002,0.25927302
1.0,0.002347188,0.9265000000000002,0.25990608
1.0,0.002561204,0.9261999999999999,0.2602327
1.0,0.0024168747,0.9262999999999999,0.26082125
1.0,0.0022234253,0.9258,0.26061213
1.0,0.0027543327,0.9265000000000001,0.26021165
1.0,0.00267702,0.9261000000000001,0.26056182
1.0,0.0024374109,0.9264000000000001,0.26009524
1.0,0.0030752302,0.9262,0.2600662
1.0,0.0026569758,0.9255000000000001,0.26039973
1.0,0.0025529717,0.9257000000000001,0.26083812
1.0,0.0024143627,0.9259000000000002,0.26055992
1.0,0.002364218,0.9259,0.2611828
1.0,0.0022670308,0.9262000000000001,0.26013508
1.0,0.002751747,0.9268000000000002,0.25901812
1.0,0.0022214085,0.9267000000000002,0.2589778
1.0,0.002106427,0.9271,0.25887656
1.0,0.0023804766,0.9265000000000001,0.2592464
1.0,0.0026218432,0.9268,0.25892982
1.0,0.0027644925,0.9270999999999999,0.2591102
1.0,0.0025748697,0.9266999999999999,0.25906146
1.0,0.002211761,0.9268000000000001,0.2592531
1.0,0.0023944725,0.9270000000000002,0.25869235
1.0,0.002470893,0.9266999999999999,0.25928962
1.0,0.002474001,0.9271000000000003,0.259319
1.0,0.0025869086,0.9265000000000001,0.25968978
1.0,0.0023950813,0.9264,0.2596856
1.0,0.0022623886,0.9268999999999998,0.25941324
1.0,0.0023282373,0.9262,0.25950614
1.0,0.0028443325,0.9268000000000001,0.2593382
1.0,0.002342043,0.9265000000000001,0.25944608
1.0,0.002460899,0.9272999999999999,0.25881186
