train_acc,train_loss,val_acc,val_loss,val_sens
1.0,0.0061081764,0.9705882352941176,0.06018098,0.96875
1.0,0.009795369,0.9705882352941176,0.050409976,0.96875
1.0,0.00046756055,1.0,0.028767638,1.0
1.0,0.00091440545,1.0,0.027006134,1.0
1.0,0.00022368558,1.0,0.022177055,1.0
1.0,0.00016823958,1.0,0.026632017,1.0
1.0,0.0016797963,0.9705882352941176,0.07886953,0.96875
1.0,0.00035094246,1.0,0.0036544278,1.0
1.0,0.0044241915,0.9411764705882353,0.10072637,0.9375
1.0,0.001489974,1.0,0.0045727217,1.0
1.0,0.00063064543,1.0,0.0070599425,1.0
1.0,0.0002951527,1.0,0.0011686812,1.0
1.0,4.5514156e-05,1.0,0.00123824,1.0
1.0,4.6993395e-05,1.0,0.0016560622,1.0
1.0,3.6065176e-05,1.0,0.0016993713,1.0
1.0,4.852183e-05,1.0,0.0015778701,1.0
1.0,0.00012323861,1.0,0.0021135418,1.0
1.0,6.539724e-05,1.0,0.001389829,1.0
1.0,9.008222e-05,1.0,0.0010399348,1.0
1.0,5.199712e-05,1.0,0.0017246656,1.0
1.0,0.0001856627,1.0,0.0017471688,1.0
1.0,0.00012170986,1.0,0.0011982346,1.0
1.0,5.3119307e-05,1.0,0.0023459645,1.0
1.0,0.00036665195,1.0,0.0042356458,1.0
1.0,6.788665e-05,1.0,0.0011617616,1.0
1.0,7.036859e-05,1.0,0.0012147004,1.0
1.0,1.667412e-05,1.0,0.0014267575,1.0
1.0,0.00017117875,1.0,0.0011010502,1.0
1.0,3.4664692e-05,1.0,0.0010952136,1.0
1.0,0.00010975395,1.0,0.0012422182,1.0
1.0,2.7855478e-05,1.0,0.0010632218,1.0
1.0,5.0225313e-05,1.0,0.0015931303,1.0
1.0,2.8535873e-05,1.0,0.0010635564,1.0
