train_acc,train_loss,val_acc,val_loss,val_sens
0.9966666666666666,0.041365616,0.9963636363636365,0.063036285,0.9490000000000001
0.9994444444444446,0.016533129,0.9990909090909091,0.030279325,0.975
1.0,0.007344315,0.9990909090909091,0.014833242,0.975
1.0,0.0047459705,0.9981818181818182,0.014124807,0.95
1.0,0.002450433,0.9981818181818182,0.010186366,0.9744999999999999
1.0,0.00228354,0.9990909090909091,0.008417747,0.975
1.0,0.0013000426,0.9990909090909091,0.008118825,0.975
1.0,0.0013824546,0.9990909090909091,0.007694727,0.975
1.0,0.0011736382,0.9990909090909091,0.0076186303,0.975
1.0,0.0011088497,0.9990909090909091,0.007206975,0.975
1.0,0.00092441164,0.9945454545454545,0.028649097,0.9744999999999999
1.0,0.00088645605,0.9981818181818182,0.008370895,0.9744999999999999
1.0,0.00082510314,0.9990909090909091,0.0077462913,0.975
1.0,0.0007322487,0.9990909090909091,0.007905096,0.975
1.0,0.00071072514,0.9954545454545454,0.032935254,0.975
1.0,0.00062790094,0.9990909090909091,0.007645683,0.975
1.0,0.00056149485,0.9990909090909091,0.0077169905,0.975
1.0,0.000574502,0.9990909090909091,0.008898335,0.975
1.0,0.0005500543,0.9990909090909091,0.007676822,0.975
1.0,0.00064892543,0.9990909090909091,0.007598731,0.975
